Time,Origin,Left Shoulder,Right Shoulder,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle,Left Knee Angle,Right Knee Angle,Left Yaw Angle,Right Yaw Angle,Left Pitch Angle,Right Pitch Angle,Left Roll Angle,Right Roll Angle
0.0002129077911376953,"[-1126.3243638294566, -493.2239401867273, -1058.8707873398607]","[-97.9409613910318, 29.038968430001717, -66.03240760649851]","[97.94096139103203, -29.038968430001773, 66.03240760649851]","[378.42982424669265, 80.62496831172814, 103.23069883468065]","[375.89318531246374, -45.66423732457133, 51.79712855436844]","[492.117382882955, -17.478180262580736, -329.2766898300997]","[633.64005434666, -252.63708576350234, -250.18689756116896]","[393.5906835362339, 189.67566101879083, -916.3308932302868]","[613.1426544748753, 43.15963392367672, -437.95093518905605]",140.41234421123298,86.42313795000766,74.14108498365601,120.00528661433208,105.36013443676109,51.31868009379437,47.20070090164926,57.394110509458244
0.11029291152954102,"[-1143.7824769769663, -499.201816207266, -1075.7493262994328]","[-103.11185062483287, 28.580208638549948, -71.0616858430717]","[103.11185062483264, -28.580208638549948, 71.0616858430717]","[420.86003694258443, 100.79974815272664, 151.54883974572726]","[392.060225397792, -41.380689858870255, 67.45602726965217]","[509.26383357805605, -9.786739299593648, -313.2949891929254]","[646.8178770830034, -253.09223226717825, -242.18787108649576]","[413.19193325597325, 196.7695913265698, -896.0563824462836]","[628.503220457324, 48.43686849270523, -427.4835137607224]",141.98953958380935,86.02927513423548,89.28648339493856,107.54963587221057,120.00866664752883,54.580125668317315,53.926736308469856,59.00338004195129
0.22509479522705078,"[-1133.9046975338706, -496.13652149799486, -1066.0926348297335]","[-104.61803319038518, 27.483621808880798, -72.83945025119169]","[104.61803319038518, -27.483621808880798, 72.83945025119147]","[395.3395851668769, 87.04987557547855, 122.3094490274533]","[375.1346105999951, -51.513619963906535, 49.113087344636256]","[498.2251389545745, -15.432054342874324, -324.2125946828671]","[637.3450745012979, -259.78258803009146, -247.24163418456965]","[400.51156550716416, 187.84637355599068, -911.6291146674114]","[620.31230241608, 45.051300072855724, -430.5103038991399]",141.55852427448133,85.08555485892285,83.93648828319668,111.92294795764032,112.0903948014123,49.853267673514715,50.23535602855289,58.95080840617326
0.3407108783721924,"[-1131.6658999875476, -493.59483557929514, -1063.9986861395369]","[-102.79297355594326, 28.771232894632476, -72.42063586315794]","[102.79297355594349, -28.771232894632476, 72.42063586315805]","[389.45001471190676, 82.35941374389398, 115.82332295930053]","[376.7104119041528, -52.877539632902426, 53.50937794986862]","[494.12726759930945, -17.411706955524892, -328.72336702223834]","[635.357697937378, -261.72984883185336, -247.2512901293719]","[398.3556035691089, 184.81089409642993, -912.5677814808867]","[612.1980110198288, 38.43300035902138, -449.78909872083614]",141.68817163721602,87.26403815672467,79.71895272230238,115.43817933809126,110.67338059731317,51.27949578215263,48.61689141329317,56.282409914359356
0.450624942779541,"[-1137.3381330910088, -493.4878006808719, -1070.661448959855]","[-100.19549581852948, 31.209124573812517, -70.21205418163345]","[100.19549581852948, -31.209124573812517, 70.21205418163368]","[405.2977842581827, 90.52845305914468, 134.37901639296933]","[386.83600147792697, -47.787497166793, 65.45376769672214]","[503.2773795034436, -11.246412078736967, -315.4878021023169]","[633.0498612886889, -268.8818418509206, -259.58296738486024]","[403.3902716298745, 188.30012304978686, -905.4980298037835]","[621.5391342744634, 47.58056056322579, -432.1505020436796]",142.29659122379638,84.26658745619761,84.31481656840755,114.20343091436327,116.13326804825904,55.675175085233896,50.09473630211355,62.145556322612805
0.5596778392791748,"[-1135.3542874558266, -493.36378428796604, -1068.1026968180636]","[-103.5302883442555, 30.23145477568221, -73.8810706747704]","[103.53028834425527, -30.23145477568221, 73.88107067477017]","[393.6932130533105, 83.31447699515815, 120.57643311342815]","[382.4309052189724, -50.29358506228334, 61.869313239009784]","[498.04421735885956, -16.65797622633653, -322.4378877993529]","[631.3487589911038, -270.2845800679961, -257.9044745431265]","[403.0091856377495, 180.15797108796198, -899.743415570452]","[622.8036822040937, 52.42323985943614, -423.33395067732954]",141.83505670289625,83.05655628193865,79.3245245056482,117.65517931943461,111.77428745049201,54.45819750459698,50.19205407290921,64.06990652442981
0.6715409755706787,"[-1137.9190721854493, -498.6840186866066, -1069.2654688645825]","[-97.41931659112743, 34.388434927791934, -69.00877815811691]","[97.4193165911272, -34.38843492779199, 69.00877815811668]","[404.8808879340577, 91.46638310036633, 133.75422731641515]","[379.47725341479736, -51.46373275161886, 57.46373551419617]","[505.6841102793661, -9.982868365017907, -308.7211725703239]","[632.8829531502535, -266.9343595436151, -253.29235909064073]","[403.97203309948736, 180.05981184854727, -902.0029722369452]","[622.2742314149568, 51.83460231823665, -430.25669078643455]",142.53477994689106,84.33805426226304,86.90252366863628,111.1524410249922,115.17199071700136,52.854350610270416,48.81091145339735,61.34283621732279
0.7908539772033691,"[-1128.3619646168931, -492.9335614742513, -1060.3626168428048]","[-109.04378595699336, 28.906781622026926, -80.3095885049811]","[109.04378595699325, -28.906781622026983, 80.3095885049812]","[381.8430065570086, 78.95372970642597, 107.89325315684539]","[380.8630869963447, -47.88037529463281, 64.02795169223816]","[493.3717626505231, -17.196203906953656, -323.6016756663896]","[624.6319575200439, -268.86619244383144, -257.46483725717917]","[397.65911316392214, 176.9404490303366, -903.6932645084728]","[613.2206878217878, 46.944483874994546, -439.4061038984239]",141.51357267003132,85.18558544353691,72.53481610121366,123.73145521473671,107.38760931858391,55.348590897084065,47.75653056638675,62.83548382543557
0.9022119045257568,"[-1126.558782456083, -492.71631810245594, -1058.713774757518]","[-98.02196811065369, 33.88224230153406, -69.82554296799708]","[98.02196811065346, -33.882242301534006, 69.82554296799731]","[389.712320725828, 84.16325735832322, 119.41837039105656]","[376.3833692130729, -49.504919021200635, 59.71540716549896]","[494.1396802823215, -15.460271364543075, -319.36172312773624]","[618.8712440169392, -273.07758960385104, -266.0595964293741]","[397.27524944859374, 177.16212146909606, -902.0473088420229]","[610.0415467672346, 45.56768866786905, -445.07371883202836]",142.07200375058832,84.90105868107142,79.97207980312564,117.94074730860787,111.39779269464572,54.908289643636564,47.89842592521556,61.99269450584415
1.0168869495391846,"[-1135.5321139304385, -495.12382188245897, -1067.2388789857553]","[-111.63484290039673, 29.52732565927107, -83.07964502857544]","[111.63484290039662, -29.527325659271014, 83.07964502857556]","[401.65723145539437, 88.70595877641904, 132.5722723680576]","[373.47165317625354, -55.569145867570114, 53.49842501262572]","[502.1413938634313, -13.582338478690303, -312.77802823611137]","[624.4845662186032, -272.77003782942995, -262.1086920295804]","[405.1755694759405, 179.56804896876878, -896.8533488766991]","[623.0667819380725, 51.6141805357575, -425.65391723389484]",142.32384179262434,83.37521556227891,87.46374899309396,110.91137193018082,114.90888974137248,52.710799570011915,50.86173213018151,65.04407526413695
1.1276137828826904,"[-1128.8381109932034, -491.7533169224955, -1061.677015216242]","[-104.23980902289509, 33.27613661202639, -76.57077156240484]","[104.23980902289486, -33.27613661202645, 76.57077156240484]","[392.2594488659164, 84.51203761263645, 125.15990090941432]","[375.4688286219872, -52.44899493026071, 60.416764667421944]","[494.3108139543974, -17.85480498430792, -320.1392406247244]","[624.823072225591, -263.21127404307106, -249.83672592770836]","[395.5989126464817, 175.06167760294534, -910.0292735044095]","[617.7164513633843, 49.634797175996425, -427.3482130734692]",142.3207699325575,85.52791077193245,81.70690632177728,114.22729566376664,112.90517756003817,54.02280100832753,49.69187798132916,62.39143205715289
1.2437388896942139,"[-1134.6544131662697, -493.60524814759276, -1067.146410069417]","[-112.82758410236465, 30.18470400935155, -84.74855242902777]","[112.82758410236465, -30.18470400935155, 84.748552429028]","[393.03590162546243, 83.46444155064313, 125.24450821230653]","[377.9492863664793, -53.716045797252264, 61.890848587883056]","[501.4424929875154, -15.277656615832143, -310.5840811114706]","[623.886838299175, -269.46814196770947, -259.4300527052551]","[402.7707715991527, 176.08065156001794, -899.777986116846]","[622.2085609374471, 49.54986385457522, -425.6839302336964]",141.96479620799136,84.49670546342912,82.19800270916235,115.74896733641448,111.90569644117357,55.19639927462152,48.60984373284455,65.17352176485369
