Time,Left Shoulder,Right Shoulder,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1.3433020114898682,"[-8.745394208697917, -11.772525774808855, 189.5351736081658]","[8.745394208697917, 11.772525774809083, -189.5351736081658]","[530.8032581075947, 117.33168663324398, 37.92152368933637]","[526.5538163512335, 122.26724947311425, -151.70802730560126]","[792.4450313477425, 360.6996711545062, 53.20923904342362]","[775.8363153303259, 359.774644785424, -192.4318701647839]","[530.8032581075947, 117.33168663324398, 37.92152368933637]","[526.5538163512335, 122.26724947311425, -151.70802730560126]"
1.3944730758666992,"[-13.597497070427949, -21.897504933163646, 194.3939955637568]","[13.597497070427835, 21.897504933163873, -194.3939955637568]","[533.1227492360143, 126.50833804847309, 36.29044242505029]","[530.4597617682972, 139.37714956983223, -155.9316966312977]","[794.161464377628, 371.11685579781056, 45.726621723942]","[784.8900484691949, 365.8817257171504, -195.86441419313633]","[533.1227492360143, 126.50833804847309, 36.29044242505029]","[530.4597617682972, 139.37714956983223, -155.9316966312977]"
1.4419221878051758,"[-12.926497417782343, -19.886749698586982, 193.44330706985136]","[12.926497417782457, 19.886749698586982, -193.44330706985136]","[538.353448341354, 144.39909886816667, 31.350436714628586]","[537.299500308695, 154.7750850498213, -156.54721820964704]","[808.1299601125797, 368.29544769109714, 54.73876387326584]","[801.183750338191, 375.74376439115883, -200.7386057122742]","[538.353448341354, 144.39909886816667, 31.350436714628586]","[537.299500308695, 154.7750850498213, -156.54721820964704]"
1.4949641227722168,"[-21.96512962854149, -30.97335826503263, 199.2176567026047]","[21.96512962854149, 30.973358265032857, -199.21765670260464]","[546.0699397740439, 153.89629678436563, 35.40642800188459]","[547.6741421273784, 172.60916937029663, -162.3964379474893]","[817.1680124617914, 387.8441811501491, 43.574867359278755]","[822.9452075103735, 377.9662572373883, -199.74429542784202]","[546.0699397740439, 153.89629678436563, 35.40642800188459]","[547.6741421273784, 172.60916937029663, -162.3964379474893]"
1.548943042755127,"[-29.94296863426996, -41.92336718447041, 206.48551433328373]","[29.94296863426996, 41.92336718447041, -206.48551433328373]","[553.0739225103478, 163.60319112796037, 32.477871599348305]","[556.3840958475959, 185.03586519688236, -168.90922145956762]","[829.7041237152417, 391.1856606128216, 45.84251780694149]","[833.0174163839904, 385.3035941968542, -202.98179755183077]","[553.0739225103478, 163.60319112796037, 32.477871599348305]","[556.3840958475959, 185.03586519688236, -168.90922145956762]"
1.6045761108398438,"[-33.79850781970288, -45.91106072990101, 210.5265891851642]","[33.79850781970288, 45.91106072990078, -210.52658918516408]","[560.5239849414604, 176.49949836818234, 30.007390490781972]","[564.5390132737678, 200.43421623923473, -175.01575172265683]","[844.6829055366961, 400.25316454912274, 44.55525916580109]","[840.1413294508168, 406.628746735777, -212.9261101798955]","[560.5239849414604, 176.49949836818234, 30.007390490781972]","[564.5390132737678, 200.43421623923473, -175.01575172265683]"
1.6615910530090332,"[-36.30050166507942, -50.83014329987395, 211.93833396535342]","[36.30050166507931, 50.83014329987395, -211.93833396535348]","[560.8930140020844, 181.37455165348058, 30.682069488623938]","[565.0924176190745, 199.67053991765192, -170.04865160445132]","[843.0933628554731, 404.6665056124725, 44.369701930306974]","[842.4185156033211, 408.7315435228264, -204.6700772973466]","[560.8930140020844, 181.37455165348058, 30.682069488623938]","[565.0924176190745, 199.67053991765192, -170.04865160445132]"
1.7087981700897217,"[-36.592456854043235, -50.059346767862735, 210.94360251234593]","[36.592456854043235, 50.059346767862735, -210.94360251234593]","[562.4482254898353, 191.83305921291696, 26.711154177164644]","[567.0534241649437, 208.46766376595713, -170.42381375568954]","[845.690069178348, 413.15550969448486, 40.72996887689578]","[845.620454577222, 415.3857343784125, -202.81093579582443]","[562.4482254898353, 191.83305921291696, 26.711154177164644]","[567.0534241649437, 208.46766376595713, -170.42381375568954]"
1.7552590370178223,"[-37.93555746614038, -51.11164051306264, 210.9623295123812]","[37.93555746614038, 51.11164051306264, -210.9623295123813]","[563.691604909018, 197.55180427743676, 28.569343208479154]","[568.995725188403, 214.83045332559254, -168.30617278896074]","[853.2323550143687, 410.79195936399844, 47.225664488518305]","[851.1969686385046, 415.8543489413861, -198.61586581690392]","[563.691604909018, 197.55180427743676, 28.569343208479154]","[568.995725188403, 214.83045332559254, -168.30617278896074]"
1.8092880249023438,"[-43.62981172845957, -52.20290533290972, 213.30559722959788]","[43.62981172845957, 52.20290533290972, -213.30559722959794]","[570.7333388544174, 211.1794268518637, 22.641945619450667]","[576.535589247316, 227.14189779427397, -173.6256999769659]","[866.7360846013739, 415.04502387971604, 46.431637326309556]","[859.8619490570077, 427.5567783836476, -207.60678318526112]","[570.7333388544174, 211.1794268518637, 22.641945619450667]","[576.535589247316, 227.14189779427397, -173.6256999769659]"
1.8572771549224854,"[-45.49881146235384, -53.90846543602538, 214.67389010977513]","[45.49881146235373, 53.90846543602561, -214.67389010977524]","[572.3853745930824, 222.58795815090025, 20.913762228050018]","[579.2145690445752, 233.54262122727812, -174.44703868485584]","[879.6770024650954, 419.9102396668435, 45.388041680236256]","[868.9192494709347, 427.7976839097048, -204.9800040366406]","[572.3853745930824, 222.58795815090025, 20.913762228050018]","[579.2145690445752, 233.54262122727812, -174.44703868485584]"
1.9083600044250488,"[-47.94082728453577, -57.91808524865405, 216.71777894769218]","[47.94082728453577, 57.91808524865405, -216.71777894769218]","[570.8726898460287, 222.92720274916314, 24.764477039735198]","[578.5658016031857, 241.73527990619334, -174.99772811792366]","[880.6070974069358, 424.22026917405356, 39.633518945701894]","[869.882802280683, 427.5045643098756, -206.6040824146038]","[570.8726898460287, 222.92720274916314, 24.764477039735198]","[578.5658016031857, 241.73527990619334, -174.99772811792366]"
1.9552500247955322,"[-49.950852695661524, -57.822040902132585, 217.06684125057325]","[49.950852695661524, 57.82204090213236, -217.0668412505733]","[572.4174061265275, 235.06984715461238, 22.18852762726283]","[581.0812475707788, 244.96478506902145, -173.20783064565381]","[890.3657123115827, 427.5335769140796, 41.861555364276455]","[875.4176931386232, 434.32447738053236, -212.94528218958231]","[572.4174061265275, 235.06984715461238, 22.18852762726283]","[581.0812475707788, 244.96478506902145, -173.20783064565381]"
2.0015370845794678,"[-49.5039667557038, -56.445881751617435, 213.8413410123802]","[49.503966755703914, 56.445881751617435, -213.84134101238027]","[571.2833214328414, 238.77055115217763, 23.453385776049117]","[580.5388220569182, 243.87669784029993, -169.80881914044681]","[895.4596290317194, 425.9710401020907, 47.82926752600804]","[879.5922122768931, 433.4310779371601, -211.47121326761243]","[571.2833214328414, 238.77055115217763, 23.453385776049117]","[580.5388220569182, 243.87669784029993, -169.80881914044681]"
2.047790050506592,"[-48.5239796844902, -56.8507076004671, 210.0171498811028]","[48.52397968449009, 56.850707600466876, -210.0171498811028]","[570.973988483564, 240.33612196176182, 27.599325164337074]","[580.4282511034703, 253.39910430768077, -170.02075689447196]","[893.9579540857569, 431.4587196236538, 46.65828389873138]","[883.8472020444883, 432.43574586063073, -210.130879116156]","[570.973988483564, 240.33612196176182, 27.599325164337074]","[580.4282511034703, 253.39910430768077, -170.02075689447196]"
2.109837055206299,"[-50.46440070505082, -59.685053363758925, 208.32800061356443]","[50.46440070505082, 59.685053363758925, -208.32800061356437]","[570.526302279368, 248.49350572182766, 25.24769746394736]","[580.1392307082956, 254.35183099293045, -167.2374238614741]","[898.6807496351207, 424.50491632577916, 56.69495135170314]","[884.3968622989545, 431.5628457298751, -208.52293446308482]","[570.526302279368, 248.49350572182766, 25.24769746394736]","[580.1392307082956, 254.35183099293045, -167.2374238614741]"
2.1610171794891357,"[-48.15197289861101, -57.636934683351, 203.3434200645603]","[48.15197289861112, 57.636934683351, -203.34342006456023]","[568.038432271839, 244.43495652003287, 36.56028432916082]","[577.9512049562654, 258.74742982967086, -161.00747568264632]","[901.9993120696358, 421.65520807689177, 61.52470812233696]","[883.3866815543074, 430.1856434923337, -209.02124586107902]","[568.038432271839, 244.43495652003287, 36.56028432916082]","[577.9512049562654, 258.74742982967086, -161.00747568264632]"
2.209895133972168,"[-50.37088273005065, -62.25974084874838, 201.45633463380454]","[50.37088273005054, 62.25974084874838, -201.45633463380454]","[567.8872206434335, 256.2626655517455, 29.406159652029032]","[578.2280461799636, 268.220737673533, -162.39923093404326]","[906.4503524529005, 414.6096091956051, 70.3444117570981]","[883.6002395030257, 429.9033908020616, -207.3648648830835]","[567.8872206434335, 256.2626655517455, 29.406159652029032]","[578.2280461799636, 268.220737673533, -162.39923093404326]"
2.2582740783691406,"[-48.154684483597066, -57.11500337460848, 199.26955409243692]","[48.15468448359718, 57.11500337460825, -199.26955409243686]","[571.2670184339237, 264.6700759900169, 29.1211257057098]","[582.5028644268513, 279.42296046195895, -165.7924193717535]","[911.6723254407717, 427.2639196212349, 62.995956396883685]","[888.3223076856167, 436.80355189092086, -212.51935303843499]","[571.2670184339237, 264.6700759900169, 29.1211257057098]","[582.5028644268513, 279.42296046195895, -165.7924193717535]"
2.3051140308380127,"[-50.674162946853016, -62.812285811633274, 199.9734561915609]","[50.674162946853016, 62.812285811633046, -199.97345619156096]","[569.6180053285476, 261.9273814357184, 35.413382745266745]","[581.136657683939, 270.08202318856524, -158.82491051889116]","[916.383074105335, 419.60755031469216, 70.48836429976814]","[889.8169198831109, 432.15636471687026, -211.71221236983934]","[569.6180053285476, 261.9273814357184, 35.413382745266745]","[581.136657683939, 270.08202318856524, -158.82491051889116]"
2.352321147918701,"[-44.2000076024533, -54.33358678027071, 194.76430513270782]","[44.2000076024533, 54.333586780270934, -194.76430513270776]","[568.959945447121, 260.70751186264056, 37.542395401580734]","[579.8941676998618, 270.92203847097153, -157.24882863696286]","[912.9000271221998, 421.9766372746749, 68.81274749828458]","[889.527563338244, 427.19438865305403, -208.24471230753932]","[568.959945447121, 260.70751186264056, 37.542395401580734]","[579.8941676998618, 270.92203847097153, -157.24882863696286]"
2.400684118270874,"[-42.2206763461096, -53.33142901040901, 195.59120801359722]","[42.2206763461096, 53.33142901040901, -195.5912080135971]","[575.354337179535, 281.4398674881737, 26.47759059486623]","[585.7905595879054, 287.1587402357576, -163.97812368906358]","[923.8168850307103, 424.81009012786, 75.24848982942603]","[897.4133748650846, 437.4059769331333, -213.5344961060735]","[575.354337179535, 281.4398674881737, 26.47759059486623]","[585.7905595879054, 287.1587402357576, -163.97812368906358]"
2.44831919670105,"[-42.52873404035779, -55.35173146041302, 195.89873465573635]","[42.52873404035779, 55.35173146041302, -195.89873465573635]","[571.9216014605962, 277.1700836110224, 28.94187081066491]","[584.3112615727952, 288.62227277243335, -163.3385568432675]","[921.7180984960825, 421.893966952739, 78.02177400256846]","[898.8140255272912, 427.85672091073786, -208.07744713890042]","[571.9216014605962, 277.1700836110224, 28.94187081066491]","[584.3112615727952, 288.62227277243335, -163.3385568432675]"
2.496021032333374,"[-44.43319039275616, -58.128125951966695, 197.85196263900423]","[44.43319039275616, 58.128125951966695, -197.85196263900423]","[572.8518297030001, 289.8242878242156, 21.556479376118205]","[587.1109896207904, 291.7962816132916, -162.67008599300635]","[922.0611395590626, 431.0481176850608, 72.36115531938208]","[902.3157572327867, 435.82909182389074, -213.35299946545166]","[572.8518297030001, 289.8242878242156, 21.556479376118205]","[587.1109896207904, 291.7962816132916, -162.67008599300635]"
2.543729066848755,"[-42.21287264068383, -54.48083833479245, 195.2733851929105]","[42.21287264068371, 54.480838334792224, -195.2733851929105]","[575.6582226972364, 295.56376427819407, 20.80028824551664]","[590.5331844768291, 303.17315812486595, -165.76569954385803]","[923.7363034985112, 438.90832976243485, 67.17378387365068]","[910.1578424982026, 439.0568005166615, -214.72091342392417]","[575.6582226972364, 295.56376427819407, 20.80028824551664]","[590.5331844768291, 303.17315812486595, -165.76569954385803]"
2.588167190551758,"[-44.48456891660726, -60.12561320032978, 195.574500629804]","[44.48456891660726, 60.12561320032978, -195.57450062980405]","[570.324007956865, 301.27975058996446, 19.07621368884429]","[585.2084926566101, 302.5291350585719, -162.71180272507797]","[923.2722363131343, 426.377478930125, 78.21630640386138]","[908.7557328574377, 427.74769025218177, -206.12638673619165]","[570.324007956865, 301.27975058996446, 19.07621368884429]","[585.2084926566101, 302.5291350585719, -162.71180272507797]"
2.6337890625,"[-40.762562976591425, -54.36266316350907, 191.64343549224077]","[40.762562976591425, 54.36266316350907, -191.6434354922407]","[569.7246622626361, 306.9061199314481, 17.042287359553598]","[584.2439457765491, 302.342477789447, -158.7818703923187]","[924.344252778356, 422.48445758513026, 83.96824287572815]","[905.1132498796965, 434.37309300389813, -206.40875336716124]","[569.7246622626361, 306.9061199314481, 17.042287359553598]","[584.2439457765491, 302.342477789447, -158.7818703923187]"
2.677386999130249,"[-43.63513153314386, -59.89862948529935, 193.99340012278765]","[43.63513153314375, 59.89862948529935, -193.99340012278776]","[569.8645136895102, 314.303658257561, 11.759584443658468]","[584.7973220965799, 312.9419561839634, -162.26490267521143]","[921.3776814346204, 432.8628949811009, 73.60839315966109]","[904.8992814244372, 437.20744738550775, -205.32466887924903]","[569.8645136895102, 314.303658257561, 11.759584443658468]","[584.7973220965799, 312.9419561839634, -162.26490267521143]"
2.724208116531372,"[-40.99422664126996, -55.9138437178276, 191.6422992893597]","[40.994226641270075, 55.913843717827376, -191.6422992893598]","[571.0210893609966, 326.8689250246663, 4.218049750433011]","[585.2373267431547, 322.5893494571851, -164.34757410203133]","[920.5138377535532, 431.7806971954053, 76.42597443879549]","[906.2045416258482, 439.9191123234558, -203.44585546249283]","[571.0210893609966, 326.8689250246663, 4.218049750433011]","[585.2373267431547, 322.5893494571851, -164.34757410203133]"
2.771381139755249,"[-40.63344334089038, -55.10501025677809, 190.59760530653068]","[40.63344334089038, 55.10501025677786, -190.59760530653068]","[568.772078672888, 329.41541350300827, 2.1400782762830204]","[582.1264846123471, 325.8551440440111, -164.61046158552068]","[916.745404239135, 431.89080014912145, 77.94734953416469]","[903.4064772233679, 440.06413762190823, -203.25184278517133]","[568.772078672888, 329.41541350300827, 2.1400782762830204]","[582.1264846123471, 325.8551440440111, -164.61046158552068]"
2.8212451934814453,"[-39.98299525345283, -54.52661820349681, 189.4629291750215]","[39.98299525345283, 54.52661820349704, -189.46292917502143]","[568.0671526852424, 333.12542868878927, 2.751064338933702]","[580.6431346226502, 330.2074706190408, -163.8097948941479]","[915.5099526599915, 434.628171206655, 77.50474882656931]","[906.2877475180103, 437.32185054198794, -198.62152862692665]","[568.0671526852424, 333.12542868878927, 2.751064338933702]","[580.6431346226502, 330.2074706190408, -163.8097948941479]"
2.9057631492614746,"[-42.33491953754344, -58.080657336061904, 189.39844933645668]","[42.33491953754344, 58.08065733606179, -189.39844933645674]","[562.1904959886274, 336.37733153964484, 0.4869873159876761]","[575.3490165453068, 331.09367827236576, -163.26006299610629]","[913.6886952356817, 420.5069056188106, 86.64014645576253]","[902.4235142703303, 422.84924725173903, -192.99732958104255]","[562.1904959886274, 336.37733153964484, 0.4869873159876761]","[575.3490165453068, 331.09367827236576, -163.26006299610629]"
2.954052209854126,"[-41.925758834783096, -57.23379649453773, 189.13007688833397]","[41.925758834783096, 57.233796494537955, -189.13007688833392]","[564.3020482028732, 353.361197825365, -5.597447791189666]","[577.0354320928232, 345.79898123459384, -165.37910239403453]","[915.317748322703, 421.59279146501876, 87.07945961359508]","[900.7476925331566, 433.31506793859285, -196.68435181123255]","[564.3020482028732, 353.361197825365, -5.597447791189666]","[577.0354320928232, 345.79898123459384, -165.37910239403453]"
3.0011751651763916,"[-39.02423114559838, -50.58857345335264, 182.0403751710487]","[39.02423114559838, 50.58857345335264, -182.04037517104865]","[567.7331668024536, 365.5528636067261, -4.424667253490497]","[582.5189348154662, 364.0306500156398, -167.333405524606]","[912.7572837664342, 439.986940688864, 74.00411980865351]","[908.8674270801268, 436.6382417581716, -192.63890751286164]","[567.7331668024536, 365.5528636067261, -4.424667253490497]","[582.5189348154662, 364.0306500156398, -167.333405524606]"
3.0503621101379395,"[-39.71952937305866, -52.38129690951132, 183.33183014312453]","[39.71952937305866, 52.38129690951109, -183.33183014312465]","[561.2066172189348, 366.9255466920706, -3.476536452232267]","[575.8183012915008, 360.74053327111255, -162.7928807750584]","[911.1303219088113, 439.4083594193312, 71.56791968032826]","[904.8352105844123, 444.8616977679493, -196.24016117975407]","[561.2066172189348, 366.9255466920706, -3.476536452232267]","[575.8183012915008, 360.74053327111255, -162.7928807750584]"
3.110326051712036,"[-41.21171029977427, -54.33374682356475, 185.93168605983726]","[41.21171029977427, 54.33374682356475, -185.93168605983738]","[557.1791541848529, 367.61434580688524, -2.327419488576993]","[573.388792075154, 361.6408714170989, -163.25189908314383]","[911.1233760031621, 433.0729481086221, 74.31895714133395]","[898.0022951259348, 438.30529859248406, -193.69502366817585]","[557.1791541848529, 367.61434580688524, -2.327419488576993]","[573.388792075154, 361.6408714170989, -163.25189908314383]"
3.1576449871063232,"[-40.31458603768078, -53.7660513452488, 186.20297177258146]","[40.31458603768078, 53.7660513452488, -186.20297177258152]","[552.8320387756545, 363.8252930962278, 2.601545871816029]","[567.9643736290191, 357.2873970334342, -157.52904137070567]","[907.9556245067834, 428.2007713408095, 77.38602673377477]","[885.4067795967904, 433.68127658518677, -190.60862603514278]","[552.8320387756545, 363.8252930962278, 2.601545871816029]","[567.9643736290191, 357.2873970334342, -157.52904137070567]"
3.2048091888427734,"[-36.446749905995716, -46.52271653314824, 182.77232959542243]","[36.446749905995716, 46.522716533148014, -182.7723295954225]","[554.3921893585671, 366.7294794886452, 1.65787055084661]","[569.957744324782, 362.1267315768413, -159.07556190212625]","[909.9248516603014, 432.72587701701775, 75.21849166737434]","[888.2763557881711, 435.4279387439757, -189.4465657782161]","[554.3921893585671, 366.7294794886452, 1.65787055084661]","[569.957744324782, 362.1267315768413, -159.07556190212625]"
3.256110191345215,"[-37.87956338467734, -49.484492073690944, 184.38954023808878]","[37.87956338467734, 49.48449207369072, -184.38954023808884]","[553.0605493074721, 362.74115149332977, 3.409713587931833]","[568.815828417579, 362.1951027380559, -160.07020626152962]","[908.2491195138875, 429.60226030196, 76.28210618190178]","[884.9124269811887, 438.74096474888063, -192.8758022308955]","[553.0605493074721, 362.74115149332977, 3.409713587931833]","[568.815828417579, 362.1951027380559, -160.07020626152962]"
3.3057000637054443,"[-39.12818526636124, -52.048292491061375, 186.10104286331398]","[39.12818526636124, 52.04829249106115, -186.10104286331404]","[552.2499798069582, 361.83319663262307, 4.007480079402626]","[568.064680080638, 360.50487430302417, -158.9597835496853]","[906.6602348147326, 430.38797607092897, 73.76222990738552]","[886.0434676065765, 433.41483911712703, -190.0774540754968]","[552.2499798069582, 361.83319663262307, 4.007480079402626]","[568.064680080638, 360.50487430302417, -158.9597835496853]"
